person_id,dynasty_id,dynasty_name,sub_branch,full_name_original,short_name,kunya,nasab,laqab,title,role,reign_start_hijri,reign_end_hijri,reign_start_ce,reign_end_ce,death_date_hijri,death_date_ce,death_type,parent_tribe,region,predecessor_ruler,successor_ruler,relationship_to_prev,notes,historical_period,religious_detail,reign_duration_years,reign_order,death_category,geographic_zone,ethnic_tags,governance_detail,capital_lat,capital_lon,century_active,is_founder,is_last_ruler,succession_type
15-005,15,Muvahhidler,,"Muhammad b. Ya'qūb, Abū 'Abdallāh al-Nāsir",Muhammad al-Nāsir,Abū 'Abdallāh,b. Ya'qūb,al-Nāsir,Khalīfa,Halife,595,610,1199,1213,,,o,,Merakeş,Ya'qūb,Yūsuf II,oğlu,Sikke bastı (o); Las Navas de Tolosa felaketi (609/1212),Selçuklu Çağı,Sünnî (Zâhirî etkili),14,5,Bilinmiyor,Kuzey Afrika,Berber,Merkezi İmparatorluk,31.63,-8.01,13,Hayır,Hayır,Babadan Oğula
15-006,15,Muvahhidler,,"Yūsuf II b. Muhammad, Abū Ya'qūb al-Mustansir",Yūsuf II,Abū Ya'qūb,b. Muhammad,al-Mustansir,Khalīfa,Halife,610,621,1213,1224,,,,,Merakeş,Muhammad al-Nāsir,'Abd al-Wāhid I,oğlu,,Selçuklu Çağı,Sünnî (Zâhirî etkili),11,6,Bilinmiyor,Kuzey Afrika,Berber,Merkezi İmparatorluk,31.63,-8.01,13,Hayır,Hayır,Babadan Oğula
15-007,15,Muvahhidler,,"'Abd al-Wāhid b. Yūsuf I, Abū Muhammad al-Makhlū'",'Abd al-Wāhid I,Abū Muhammad,b. Yūsuf I,al-Makhlū',Khalīfa,Halife,621,621,1224,1224,,,,,Merakeş,Yūsuf II,'Abdallāh,,Kısa saltanat; tahttan indirildi,Selçuklu Çağı,Sünnî (Zâhirî etkili),0,7,Bilinmiyor,Kuzey Afrika,Berber,Merkezi İmparatorluk,31.63,-8.01,13,Hayır,Hayır,
15-008,15,Muvahhidler,,"'Abdallāh b. Ya'qūb, Abū Muhammad al-'Ādil",al-'Ādil,Abū Muhammad,b. Ya'qūb,al-'Ādil,Khalīfa,Halife,621,624,1224,1227,,,o,,Merakeş,'Abd al-Wāhid I,Yahyā / Idrīs I,,Sikke bastı (o),Selçuklu Çağı,Sünnî (Zâhirî etkili),3,8,Bilinmiyor,Kuzey Afrika,Berber,Merkezi İmparatorluk,31.63,-8.01,13,Hayır,Hayır,
15-009,15,Muvahhidler,,"Yahyā b. Muhammad, Abū Zakariyyā' al-Mu'tasim",Yahyā,Abū Zakariyyā',b. Muhammad,al-Mu'tasim,Khalīfa,Halife,624,633,1227,1235,,,,,(İktidar çekişmeli),al-'Ādil,'Abd al-Wāhid II (al-Rashīd),,İktidarı Idrīs I al-Ma'mūn ile çekişmeli,Selçuklu Çağı,Sünnî (Zâhirî etkili),8,9,Bilinmiyor,Kuzey Afrika,Berber,Merkezi İmparatorluk,31.63,-8.01,13,Hayır,Hayır,
15-010,15,Muvahhidler,,"'Abd al-Wāhid b. Idrīs I, Abū Muhammad al-Rashīd",al-Rashīd,Abū Muhammad,b. Idrīs I,al-Rashīd,Khalīfa,Halife,630,640,1232,1242,,,o,,Merakeş,Yahyā,'Alī,,Sikke bastı (o),Selçuklu Çağı,Sünnî (Zâhirî etkili),10,10,Bilinmiyor,Kuzey Afrika,Berber,Merkezi İmparatorluk,31.63,-8.01,13,Hayır,Hayır,
15-011,15,Muvahhidler,,"'Alī b. Idrīs I, Abu 'l-Hasan al-Sa'īd",al-Sa'īd,Abu 'l-Hasan,b. Idrīs I,al-Sa'īd,Khalīfa,Halife,640,646,1242,1248,,,,,Merakeş,al-Rashīd,'Umar,,,Selçuklu Çağı,Sünnî (Zâhirî etkili),6,11,Bilinmiyor,Kuzey Afrika,Berber,Merkezi İmparatorluk,31.63,-8.01,13,Hayır,Hayır,
15-012,15,Muvahhidler,,"'Umar b. Ishāq, Abū Hafs al-Murtadā",al-Murtadā,Abū Hafs,b. Ishāq,al-Murtadā,Khalīfa,Halife,646,665,1248,1266,,,o,,Merakeş,al-Sa'īd,Idrīs II,,Sikke bastı (o),Selçuklu Çağı,Sünnî (Zâhirî etkili),18,12,Bilinmiyor,Kuzey Afrika,Berber,Merkezi İmparatorluk,31.63,-8.01,13,Hayır,Hayır,
15-013,15,Muvahhidler,,"Idrīs II b. Muhammad, Abu 'l-'Ulā Abū Dabbūs al-Wāthiq",Idrīs II (Abū Dabbūs),Abu 'l-'Ulā,b. Muhammad,al-Wāthiq,Khalīfa,Halife,665,668,1266,1269,,,,,Merakeş,al-Murtadā,— (Merînî fethi),,Son Muvahhid halife; Merînî fethi ile hanedan sona erdi,Selçuklu Çağı,Sünnî (Zâhirî etkili),3,13,Bilinmiyor,Kuzey Afrika,Berber,Merkezi İmparatorluk,31.63,-8.01,13,Hayır,Evet,
16-001,16,Merînîler,,"'Abd al-Haqq I al-Marīnī, Abū Muhammad",'Abd al-Haqq I,Abū Muhammad,,,Amīr,Emir,614,638,1217,1240,,,,Zanāta Berber,Kuzey Fas,—,'Uthmān I,—,Kurucu,Moğol Sonrası,Sünnî Mâlikî,23,1,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,13,Evet,Hayır,Kurucu
16-002,16,Merînîler,,"'Uthmān I b. 'Abd al-Haqq I, Abū Sa'īd",'Uthmān I,Abū Sa'īd,b. 'Abd al-Haqq I,,Amīr,Emir,638,642,1240,1244,,,,Zanāta Berber,Fas,'Abd al-Haqq I,Muhammad I,oğlu,,Moğol Sonrası,Sünnî Mâlikî,4,2,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,13,Hayır,Hayır,Babadan Oğula
16-003,16,Merînîler,,"Muhammad I b. 'Abd al-Haqq I, Abū Ma'rūf",Muhammad I,Abū Ma'rūf,b. 'Abd al-Haqq I,,Sultān,Sultan,642,656,1244,1258,,,o,Zanāta Berber,Fez,'Uthmān I,Abū Bakr,kardeşi,Sikke bastı (o),Moğol Sonrası,Sünnî Mâlikî,14,3,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,13,Hayır,Hayır,Kardeş
16-004,16,Merînîler,,"Ya'qūb b. 'Abd al-Haqq I, Abū Yūsuf",Ya'qūb,Abū Yūsuf,b. 'Abd al-Haqq I,,Sultān,Sultan,656,685,1258,1286,,,o,Zanāta Berber,Fez,Abū Bakr,Yūsuf,kardeşi,Sikke bastı (o); Merakeş'i aldı (668/1269); Ecija zaferi (674/1275),Moğol Sonrası,Sünnî Mâlikî,28,4,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,13,Hayır,Hayır,Kardeş
16-005,16,Merînîler,,"Yūsuf b. Ya'qūb, Abū Ya'qūb al-Nāsir",Yūsuf al-Nāsir,Abū Ya'qūb,b. Ya'qūb,al-Nāsir,Sultān,Sultan,685,706,1286,1307,,,o,Zanāta Berber,Fez,Ya'qūb,'Amr,oğlu,Sikke bastı (o),Moğol Sonrası,Sünnî Mâlikî,21,5,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,13,Hayır,Hayır,Babadan Oğula
16-006,16,Merînîler,,"'Uthmān II b. Ya'qūb, Abū Sa'īd",'Uthmān II,Abū Sa'īd,b. Ya'qūb,,Sultān,Sultan,710,731,1310,1331,,,o,Zanāta Berber,Fez,Sulaymān,'Alī,oğlu,Sikke bastı (o),Moğol Sonrası,Sünnî Mâlikî,21,6,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,14,Hayır,Hayır,Babadan Oğula
16-007,16,Merînîler,,"'Alī b. 'Uthmān II, Abu 'l-Hasan",Abū 'l-Hasan 'Alī,Abu 'l-Hasan,b. 'Uthmān II,,Sultān,Sultan,731,749,1331,1348,,,o,Zanāta Berber,Fez,'Uthmān II,Fāris,oğlu,Sikke bastı (o); Tilimsân'ı işgal (737/1337); Rio Salado yenilgisi (741/1340); geçici olarak Tunus'u aldı (748/1347),Moğol Sonrası,Sünnî Mâlikî,17,7,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,14,Hayır,Hayır,Babadan Oğula
16-008,16,Merînîler,,"Fāris b. 'Alī, Abū 'Inān al-Mutawakkil",Abū 'Inān Fāris,,b. 'Alī,al-Mutawakkil,Sultān,Sultan,749,759,1348,1358,,,o,Zanāta Berber,Fez,Abū 'l-Hasan 'Alī,(anarşi dönemi),oğlu,Sikke bastı (o); Tilimsân'ı ikinci kez işgal (753/1352),Moğol Sonrası,Sünnî Mâlikî,10,8,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,14,Hayır,Hayır,Babadan Oğula
16-009,16,Merînîler,,"'Abd al-'Azīz I b. 'Alī, Abū Fāris al-Mustansir",'Abd al-'Azīz I,Abū Fāris,b. 'Alī,al-Mustansir,Sultān,Sultan,774,775,1372,1373,,,o,Zanāta Berber,Fez,(çeşitli kısa saltanatlar),Muhammad III,,Sikke bastı (o),Moğol Sonrası,Sünnî Mâlikî,1,9,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,14,Hayır,Hayır,
16-010,16,Merînîler,,"Ahmad II b. Ahmad I, Abu 'l-'Abbās",Ahmad II,Abu 'l-'Abbās,b. Ahmad I,,Sultān,Sultan,796,799,1393,1397,,,o,Zanāta Berber,Fez,Mūsā,'Abd al-'Azīz II,,Sikke bastı (o),Moğol Sonrası,Sünnî Mâlikî,4,10,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,14,Hayır,Hayır,
16-011,16,Merînîler,,"'Abd al-Haqq II b. 'Uthmān III, Abū Muhammad",'Abd al-Haqq II,Abū Muhammad,b. 'Uthmān III,,Sultān,Sultan,823,869,1420,1465,,,,Zanāta Berber,Fez,'Uthmān III,— (Vattâsîler),oğlu,Son Merînî; Vattâsî naipliği altında; öldürüldü (869/1465),Moğol Sonrası,Sünnî Mâlikî,45,11,Bilinmiyor,Kuzey Afrika,Berber,Kabile Konfederasyonu,34.03,-5.0,15,Hayır,Evet,Babadan Oğula
17-001,17,Abdülvâdîler,,"Yaghmurāsan b. Zayyān, Abū Yahyā",Yaghmurāsan,Abū Yahyā,b. Zayyān,,Sultān,Sultan,633,681,1236,1283,,,o,Zanāta Berber (Wāsīn),Tilimsân,—,'Uthmān I,—,Kurucu; sikke bastı (o),Timurlu,Sünnî Mâlikî,47,1,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,34.88,-1.31,13,Evet,Hayır,Kurucu
17-002,17,Abdülvâdîler,,"'Uthmān I b. Yaghmurāsan, Abū Sa'īd",'Uthmān I,Abū Sa'īd,b. Yaghmurāsan,,Sultān,Sultan,681,703,1283,1304,,,,Zanāta Berber,Tilimsân,Yaghmurāsan,Muhammad I,oğlu,,Timurlu,Sünnî Mâlikî,21,2,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,34.88,-1.31,13,Hayır,Hayır,Babadan Oğula
17-003,17,Abdülvâdîler,,Abū Tāshufīn 'Abd al-Rahmān I b. Mūsā I,Abū Tāshufīn I,,b. Mūsā I,,Sultān,Sultan,718,737,1318,1337,,,o,Zanāta Berber,Tilimsân,Mūsā I,— (1. Merînî işgali),,Sikke bastı (o); birinci Merînî işgali ile sona erdi,Timurlu,Sünnî Mâlikî,19,3,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,34.88,-1.31,14,Hayır,Hayır,
17-004,17,Abdülvâdîler,,Abū Hammū Mūsā II b. Yūsuf,Abū Hammū II,,b. Yūsuf,,Sultān,Sultan,760,791,1359,1389,,,o,Zanāta Berber,Tilimsân,(2. Merînî işgali),'Abd al-Rahmān II,,Sikke bastı (o); ikinci Merînî işgali sonrası restorasyonu,Timurlu,Sünnî Mâlikî,30,4,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,34.88,-1.31,14,Hayır,Hayır,
17-005,17,Abdülvâdîler,,Abū 'Abdallāh Muhammad V al-Mutawakkil,Muhammad V,Abū 'Abdallāh,,al-Mutawakkil,Sultān,Sultan,866,873,1462,1469,,,,Zanāta Berber,Tilimsân,Ahmad I,Abū Tāshufīn,,,Timurlu,Sünnî Mâlikî,7,5,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,34.88,-1.31,15,Hayır,Hayır,
17-006,17,Abdülvâdîler,,al-Hasan b. 'Abdallāh II,al-Hasan,,b. 'Abdallāh II,,Sultān,Sultan,951,962,1544,1555,,,,Zanāta Berber,Tilimsân,Ahmad II,— (Osmanlı fethi),,Son Abdülvâdî; Osmanlı Cezayir Paşası Salāh Re'īs tarafından devrildi; oğlu Carlos adıyla Hristiyanlığa geçti,Timurlu,Sünnî Mâlikî,11,6,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,34.88,-1.31,16,Hayır,Evet,
18-001,18,Hafsîler,,"Yahyā I b. 'Abd al-Wāhid, Abū Zakariyyā'",Yahyā I,Abū Zakariyyā',b. 'Abd al-Wāhid,,Amīr,Emir,627,647,1229,1249,,,o,Hintātī Berber,Tunus,—,Muhammad I,—,Kurucu; sikke bastı (o); Muvahhidlerden koptu; Abdülvâdîleri tâbi kıldı,Timurlu,Sünnî Mâlikî,20,1,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,36.81,10.17,13,Evet,Hayır,Kurucu
18-002,18,Hafsîler,,"Muhammad I b. Yahyā I, Abū 'Abdallāh al-Mustansir",Muhammad I al-Mustansir,Abū 'Abdallāh,b. Yahyā I,al-Mustansir,Khalīfa / Amīr al-Mu'minīn,Halife,647,675,1249,1277,,,o,Hintātī Berber,Tunus,Yahyā I,Yahyā II,oğlu,Sikke bastı (o); halife ve Emîrü'l-Mü'minîn unvanı; Louis IX Haçlı Seferi'ni püskürttü (668/1270),Timurlu,Sünnî Mâlikî,28,2,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,36.81,10.17,13,Hayır,Hayır,Babadan Oğula
18-003,18,Hafsîler,,"Abū Bakr II b. Yahyā III, Abū Yahyā al-Mutawakkil",Abū Bakr II,Abū Yahyā,b. Yahyā III,al-Mutawakkil,Sultān,Sultan,718,747,1318,1346,,,o,Berber,Tunus,Muhammad III,'Umar II,,Sikke bastı (o),Timurlu,Sünnî Mâlikî,28,3,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,36.81,10.17,14,Hayır,Hayır,
18-004,18,Hafsîler,,"Ahmad II b. Muhammad, Abu 'l-'Abbās al-Mustansir",Ahmad II,Abu 'l-'Abbās,b. Muhammad,al-Mustansir,Sultān,Sultan,772,796,1370,1394,,,o,Berber,Tunus,Khalīd II,'Abd al-'Azīz,,Sikke bastı (o); daha önce Bicâye ve Konstantin'de,Timurlu,Sünnî Mâlikî,24,4,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,36.81,10.17,14,Hayır,Hayır,
18-005,18,Hafsîler,,"'Abd al-'Azīz b. Ahmad II, Abū Fāris al-Mutawakkil",'Abd al-'Azīz,Abū Fāris,b. Ahmad II,al-Mutawakkil,Sultān,Sultan,796,837,1394,1434,,,o,Berber,Tunus,Ahmad II,Muhammad IV,oğlu,Sikke bastı (o); güçlü hükümdar,Timurlu,Sünnî Mâlikî,40,5,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,36.81,10.17,15,Hayır,Hayır,Babadan Oğula
18-006,18,Hafsîler,,"Muhammad V b. Abī Muhammad al-Hasan, Abū 'Abdallāh al-Mutawakkil",Muhammad V,Abū 'Abdallāh,b. al-Hasan,al-Mutawakkil,Sultān,Sultan,932,941,1526,1534,,,o,Berber,Tunus,Zakariyyā' II,al-Hasan,oğlu,Sikke bastı (o),Timurlu,Sünnî Mâlikî,8,6,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,36.81,10.17,16,Hayır,Hayır,Babadan Oğula
18-007,18,Hafsîler,,"al-Hasan b. Muhammad V, Abū 'Abdallāh, first reign",al-Hasan (1.),Abū 'Abdallāh,b. Muhammad V,,Sultān,Sultan,941,941,1534,1535,,,,Berber,Tunus,Muhammad V,(Osmanlı işgali),oğlu,Birinci saltanat; Hayreddin Barbarossa Tunus'u aldı,Timurlu,Sünnî Mâlikî,1,7,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,36.81,10.17,16,Hayır,Hayır,Babadan Oğula
18-008,18,Hafsîler,,"al-Hasan b. Muhammad V, second reign",al-Hasan (2.),,,,Sultān,Sultan,942,950,1535,1543,,,,Berber,Tunus,(Osmanlı),Ahmad III,,İkinci saltanat; İmparator V. Karl'ın vasali olarak,Timurlu,Sünnî Mâlikî,8,8,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,36.81,10.17,16,Hayır,Hayır,
18-009,18,Hafsîler,,"Muhammad VI b. al-Hasan, Abū 'Abdallāh",Muhammad VI,Abū 'Abdallāh,b. al-Hasan,,Sultān,Sultan,981,982,1573,1574,,,,Berber,Tunus,Ahmad III,— (Osmanlı fethi),,Son Hafsî; İspanya vasali; Sinān Paşa'nın kesin fethi (982/1574),Timurlu,Sünnî Mâlikî,1,9,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,36.81,10.17,16,Hayır,Evet,
19-001,19,Vattâsîler,,"Muhammad I b. Yahyā I, Abū 'Abdallāh al-Shaykh",Muhammad I,Abū 'Abdallāh,b. Yahyā I,al-Shaykh,Sultān,Sultan,876,910,1472,1504,,,o,Zanāta Berber (Wattās),Fez,(İdrîsî Şürefâ dönemi),Muhammad II,,Sikke bastı (o); ilk bağımsız Vattâsî sultan,Timurlu,Sünnî Mâlikî,32,1,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,34.03,-5.0,15,Evet,Hayır,Kurucu
19-002,19,Vattâsîler,,"Muhammad II b. Muhammad I, Abū 'Abdallāh al-Burtugālī",Muhammad II,Abū 'Abdallāh,b. Muhammad I,al-Burtugālī,Sultān,Sultan,910,932,1504,1526,,,o,Zanāta Berber,Fez,Muhammad I,Ahmad,oğlu,Sikke bastı (o); Portekiz tehdidi,Timurlu,Sünnî Mâlikî,22,2,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,34.03,-5.0,16,Hayır,Hayır,Babadan Oğula
19-003,19,Vattâsîler,,"Ahmad b. Muhammad II, first reign",Ahmad (1.),,b. Muhammad II,,Sultān,Sultan,932,952,1526,1545,,,,Zanāta Berber,Fez,Muhammad II,Muhammad III,oğlu,Birinci saltanat,Timurlu,Sünnî Mâlikî,19,3,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,34.03,-5.0,16,Hayır,Hayır,Babadan Oğula
19-004,19,Vattâsîler,,"Ahmad b. Muhammad II, second reign",Ahmad (2.),,,,Sultān,Sultan,954,956,1547,1549,,,,Zanāta Berber,Fez,Muhammad III,— (Sa'dî fethi),,İkinci saltanat; Sa'dîler Fez'i aldı (956/1549),Timurlu,Sünnî Mâlikî,2,4,Bilinmiyor,Kuzey Afrika,Berber,Vasal Devlet,34.03,-5.0,16,Hayır,Evet,
20-001,20,Sa'dî Şerifler,,"Muhammad I b. 'Abd al-Rahmān, Abū 'Abdallāh al-Qā'im al-Mahdī",Muhammad I al-Mahdī,Abū 'Abdallāh,b. 'Abd al-Rahmān,al-Qā'im al-Mahdī,Sultān,Sultan,916,923,1510,1517,,,,Hasanî Şerif,Sûs,—,Ahmad al-A'raj,—,Kurucu; Sûs'ta,Erken Modern,Sünnî Mâlikî,7,1,Bilinmiyor,Kuzey Afrika,Arap,Merkezi İmparatorluk,31.63,-8.01,16,Evet,Hayır,Kurucu
20-002,20,Sa'dî Şerifler,,"Muhammad al-Shaykh b. Muhammad al-Mahdī, Abū 'Abdallāh",Muhammad al-Shaykh,Abū 'Abdallāh,b. Muhammad al-Mahdī,al-Mahdī al-Imām,Sultān,Sultan,923,964,1517,1557,,,o,Hasanî Şerif,Merakeş → Fez,Ahmad al-A'raj,'Abdallāh,kardeşi,"Sikke bastı (o); Sûs, ardından Merakeş (950/1543), ardından Fez (956/1549); tüm Fas'ın sultanı",Erken Modern,Sünnî Mâlikî,40,2,Bilinmiyor,Kuzey Afrika,Arap,Merkezi İmparatorluk,31.63,-8.01,16,Hayır,Hayır,Kardeş
20-003,20,Sa'dî Şerifler,,"Ahmad b. Muhammad al-Shaykh, Abu 'l-'Abbās al-Mansūr al-Dhahabī",Ahmad al-Mansūr,Abu 'l-'Abbās,b. Muhammad al-Shaykh,al-Mansūr al-Dhahabī,Sultān,Sultan,986,1012,1578,1603,,,o,Hasanî Şerif,Merakeş,'Abd al-Malik,Zaydān / 'Abdallāh (rakip),kardeşi,Sikke bastı (o); en büyük Sa'dî; Nijer seferi (999/1590); İngiltere ile ticaret; 'Altın' lakabı,Erken Modern,Sünnî Mâlikî,25,3,Bilinmiyor,Kuzey Afrika,Arap,Merkezi İmparatorluk,31.63,-8.01,16,Hayır,Evet,Kardeş
21-001,21,Alevî Şerifler,,Muhammad I al-Sharīf,Muhammad I,,,al-Sharīf,Sultān,Sultan,1041,1069,1631,1659,1069,1659,d.,Hasanî Şerif,Tafilalt,—,Muhammad II,—,Kurucu; Tafilalt'ta,Sömürge,Sünnî Mâlikî,28,1,Doğal Ölüm,Kuzey Afrika,Arap,Merkezi İmparatorluk,34.02,-6.84,17,Evet,Hayır,Kurucu
21-002,21,Alevî Şerifler,,al-Rashīd b. Muhammad I al-Sharīf,al-Rashīd,,b. Muhammad I,,Sultān,Sultan,1076,1082,1666,1672,,,o,Hasanî Şerif,Fez,Muhammad II,Ismā'īl,kardeşi,Sikke bastı (o); sultan unvanını ilk kullanan; Fez merkezli,Sömürge,Sünnî Mâlikî,6,2,Bilinmiyor,Kuzey Afrika,Arap,Merkezi İmparatorluk,34.02,-6.84,17,Hayır,Hayır,Kardeş
21-003,21,Alevî Şerifler,,"Ismā'īl b. Muhammad I al-Sharīf, al-Sāmin",Mawlay Ismā'īl,,b. Muhammad I,al-Sāmin,Sultān,Sultan,1082,1139,1672,1727,,,o,Hasanî Şerif,Meknes,al-Rashīd,Ahmad al-Dhahabī,kardeşi,Sikke bastı (o); Meknes'i başkent yaptı; siyah köle ordusu ('abīd al-Bukhārī); uzun ve güçlü saltanat,Sömürge,Sünnî Mâlikî,55,3,Bilinmiyor,Kuzey Afrika,Arap,Merkezi İmparatorluk,34.02,-6.84,17,Hayır,Hayır,Kardeş
21-004,21,Alevî Şerifler,,Muhammad III b. 'Abdallāh,Muhammad III,,b. 'Abdallāh,,Sultān,Sultan,1171,1204,1757,1790,,,o,Hasanî Şerif,Fas,'Abdallāh,Yazīd,,Sikke bastı (o); Portekiz'in son kalesi Mazagan'ı aldı (1182/1769); Mogador'u kurdu,Sömürge,Sünnî Mâlikî,33,4,Bilinmiyor,Kuzey Afrika,Arap,Merkezi İmparatorluk,34.02,-6.84,18,Hayır,Hayır,
21-005,21,Alevî Şerifler,,"al-Hasan I b. Muhammad IV, Abū 'Alī",al-Hasan I,Abū 'Alī,b. Muhammad IV,,Sultān,Sultan,1290,1311,1873,1894,,,o,Hasanî Şerif,Fas,Muhammad IV,'Abd al-'Azīz,oğlu,Sikke bastı (o),Sömürge,Sünnî Mâlikî,21,5,Bilinmiyor,Kuzey Afrika,Arap,Merkezi İmparatorluk,34.02,-6.84,19,Hayır,Hayır,Babadan Oğula
21-006,21,Alevî Şerifler,,"Muhammad V b. Yūsuf, first reign",Muhammad V (1.),,b. Yūsuf,,Kral (Malik),Kral,1346,1372,1927,1953,,,o,Hasanî Şerif,Rabat,Yūsuf,(tahttan indirildi),oğlu,Bağımsızlık hareketi; 1934'te İstiklâl Partisi ile ittifak; 1953'te tahttan indirildi,Sömürge,Sünnî Mâlikî,26,6,Bilinmiyor,Kuzey Afrika,Arap,Merkezi İmparatorluk,34.02,-6.84,20,Hayır,Hayır,Babadan Oğula
21-007,21,Alevî Şerifler,,"Muhammad V b. Yūsuf, second reign",Muhammad V (2.),,,,Kral,Kral,1375,1380,1955,1961,,,,Hasanî Şerif,Rabat,(tahttan indirme),al-Hasan II,,İkinci saltanat; 1956 bağımsızlık; 1957 kral unvanı,Sömürge,Sünnî Mâlikî,6,7,Bilinmiyor,Kuzey Afrika,Arap,Merkezi İmparatorluk,34.02,-6.84,20,Hayır,Hayır,
21-008,21,Alevî Şerifler,,al-Hasan II b. Muhammad V,al-Hasan II,,b. Muhammad V,,Kral,Kral,1380,,1961,(devam),,,,Hasanî Şerif,Rabat,Muhammad V,—,oğlu,Arap dünyasının az kalan monarşilerinden,Sömürge,Sünnî Mâlikî,65,8,Bilinmiyor,Kuzey Afrika,Arap,Merkezi İmparatorluk,34.02,-6.84,20,Hayır,Evet,Babadan Oğula
22-001,22,Hüseynî Beyler,,al-Husayn I b. 'Alī al-Turkī,al-Husayn I,,b. 'Alī,al-Turkī,Bey,Bey,1117,1148,1705,1735,1152,1746,k. 1152/1746,Türk (Osmanlı garnizonu),Tunus,—,'Alī I,—,Kurucu; öldürüldü,Sömürge,Sünnî Hanefî,30,1,Öldürüldü,Kuzey Afrika,Türk,Vasal Devlet,36.81,10.17,18,Evet,Hayır,Kurucu
22-002,22,Hüseynî Beyler,,Ahmad I b. Mustafā,Ahmad I,,b. Mustafā,,Bey,Bey,1253,1271,1837,1855,,,,Türk,Tunus,Mustafā,Muhammad II,,İstanbul'a haraç gönderme yükümlülüğünü kaldırdı (1261/1845),Sömürge,Sünnî Hanefî,18,2,Bilinmiyor,Kuzey Afrika,Türk,Vasal Devlet,36.81,10.17,19,Hayır,Hayır,
22-003,22,Hüseynî Beyler,,Muhammad III al-Sādiq b. al-Husayn II,Muhammad III,,b. al-Husayn II,al-Sādiq,Bey,Bey,1276,1299,1859,1882,,,o,Türk,Tunus,Muhammad II,'Alī III,,Sikke bastı (o); 1286/1869 mali kriz; Fransız işgali (1298/1881),Sömürge,Sünnî Hanefî,23,3,Bilinmiyor,Kuzey Afrika,Türk,Vasal Devlet,36.81,10.17,19,Hayır,Hayır,
22-004,22,Hüseynî Beyler,,Muhammad VIII al-Amīn b. Muhammad VI,Muhammad VIII,,b. Muhammad VI,al-Amīn,Bey / Kral,Bey → Kral,1362,1376,1943,1957,1382,1962,d. 1382/1962,Türk,Tunus,Muhammad VII,— (Cumhuriyet),,Son Hüseynî; kısa süre 'Tunuslular Kralı'; Habib Burgiba tarafından devrildi; cumhuriyet ilanı (1957),Sömürge,Sünnî Hanefî,14,4,Doğal Ölüm,Kuzey Afrika,Türk,Vasal Devlet,36.81,10.17,20,Hayır,Evet,
23-001,23,Karamanlılar,,"Ahmad Bey I b. Yūsuf, Qaramanlī",Ahmad I,,b. Yūsuf,Qaramanlī,Beylerbey/Paşa,Paşa,1123,1157,1711,1745,,,,Türk (Kuloğlu),Trablus,—,Muhammad,—,Kurucu; İstanbul'dan Beylerbeylik aldı,Erken Modern,Sünnî Hanefî,34,1,Bilinmiyor,Kuzey Afrika,Türk,Vasal Devlet,32.9,13.18,18,Evet,Hayır,Kurucu
23-002,23,Karamanlılar,,Muhammad b. Ahmad,Muhammad,,b. Ahmad,,Paşa,Paşa,1157,1167,1745,1754,,,,Türk,Trablus,Ahmad I,'Alī I,oğlu,,Erken Modern,Sünnî Hanefî,9,2,Bilinmiyor,Kuzey Afrika,Türk,Vasal Devlet,32.9,13.18,18,Hayır,Hayır,Babadan Oğula
